theta_a,theta_b,w_a,w_b,nu_a,nu_b,log_likelihood
0.309447905866063,0.731226712441556,0.0533269718289375,13.8418589998037,2.61797761917114,1.43645349307917,-696623402.328191
0.604163849499443,0.622990409465322,0.0189359905198216,6.29280741792172,1.56652195123024,0.702003391692415,-8250234.29477637
0.285879703694193,0.295114880873461,0.522015344270987,5.1355963397128,2.97904744337073,1.21492080085878,-6413911.94694755
0.489191883318185,0.484198506016155,4.64592022355646,0.558817088603973,1.41578907798976,2.76981684006751,-1599053.20312172
0.347082601159455,0.340152808549002,0.0384547701105475,18.7546760728583,1.41809866530821,0.0578299895860255,-1116384.40056377
0.724283256029471,0.713717384838187,0.68227173294872,14.8114321846515,2.16371671180241,0.792310891672969,-203089.399279149
0.237482003878662,0.378838936681919,0.977471121586859,2.06271301954985,2.24268426792696,2.803316809237,-161479.701785419
0.405952298162824,0.410269244151675,17.533177100122,1.33307246491313,2.5301258394029,2.81207032478414,-161336.448795606
0.507732898391847,0.535407985987909,1.35727043729275,16.0154897067696,2.48482308257371,1.73938001738861,-104660.09883438
0.573923511927351,0.59042144249208,11.0104248253629,2.8331842739135,2.3452406139113,2.90266263345256,-24712.5204264923
0.911271889203081,0.904509894920515,11.462036035955,1.00344067905098,0.569001810159534,1.7405021013692,-22479.1070366042
0.596172632039792,4.17579045450697e-07,5.26611165143549,1.47850352339447,1.50351974903606,1.96484317607246,-22188.9194725659
0.776677344938848,0.790296967531944,2.60299710556865,1.56378040555865,2.07757013873197,1.78754600859247,-20509.407413652
0.643544672157016,0.646927036709919,3.95761665888131,13.0341762024909,2.82315980410203,1.62035546964034,-14392.8370790347
0.79876427103577,0.817297470925237,8.18791803030384,1.06530811743738,2.72060578365231,1.52569156944331,-13342.4396976428
0.528518567208146,0.510933953333811,3.81611753255129,15.6285691913217,2.69970418629237,1.82855181209743,-13129.8723740096
0.17448690680017,0.0609803494112144,2.87330054212362,15.8570381812751,2.22738312394358,1.19214707217179,-12268.6761269016
0.302865182952926,0.276751512507569,0.998886643831094,5.61935882596202,1.33278160905638,2.70061273996127,-12267.8631608033
0.826863767270907,0.968156924067491,2.30245476588607,14.3789119226858,1.83574901637621,2.53918050625362,-12046.802153691
0.871991093632844,0.805760261097625,3.04562468081713,2.23953864537179,2.05971757834777,0.0791234043426812,-10668.0884192382
0.545296662019955,0.525098379628331,12.9697728762403,2.48848409857601,0.804823398124427,2.07515788078308,-9122.00748117807
0.387751987661024,0.39098459333133,4.43118136376143,7.92424214072526,2.58662724355236,1.44006726541556,-8325.94782799687
0.103054654506876,0.0208702879631423,10.7531762309372,4.20869757421315,2.53560793027282,2.65351278986782,-8008.71300323375
0.50388570729652,1.24084954261083e-06,5.16650554724038,10.000321934931,1.83648476935923,2.06589639536105,-7943.04120664424
0.426667141878374,0.493007562783686,10.8431672351435,3.39385355822742,0.548154523596168,2.36102307750843,-7889.11139887403
0.181630638460912,0.191381004706264,3.48818486934098,9.54872614898041,2.07252286912886,2.18765697888529,-7291.29758547262
0.759527153512333,0.993224718441642,17.848192229867,19.7342089051381,0.352112951455638,2.86617029830813,-7005.45490641607
0.238315672414751,0.233059061514418,7.89227132685483,4.57126521039754,2.53129896847531,2.64609442907386,-6820.44866633358
0.439865500433394,0.424875279438754,2.28727655485272,3.86240174528211,1.53582510002889,1.31353133241646,-6785.95775277189
0.781624422644295,0.836501460789885,11.8672248069197,3.9233778975904,1.24797441484407,2.19425890012644,-6565.45378709561
