theta_a,theta_b,w_a,w_b,nu_a,nu_b,log_likelihood
0.290721943126876,0.309390689967467,13.940580089091,9.90868715534634,1.93076382899306,1.5184679602975,-3144.52828674821
0.285713304742327,0.318676998890942,13.887111289761,9.48802215840054,2.03140634128872,1.41728014109996,-3144.03227330946
0.286570144061329,0.310581350124286,15.474688118627,10.1399806295792,1.81287050155786,1.44497967095366,-3145.320729761
0.311306500798902,0.328716786060198,14.4944627242824,10.3031910635105,1.88837758518242,1.37257883127216,-3144.41222784274
0.294916570288147,0.310510395277916,13.8037302810467,9.706587912159,2.02460890932043,1.31279888126718,-3144.68563488559
0.302918652106113,0.327271509086311,14.6896479507553,10.2314034252604,2.00787167509099,1.46677112404521,-3144.07815474105
0.30313303574013,0.324362555056748,14.1377061132711,9.87317631742679,1.94096531174284,1.4382113883459,-3143.33433656295
0.294962427227304,0.303142369873547,14.1943216162511,10.0777552746742,1.81480662623079,1.49035697898112,-3144.8807849491
0.335378209217543,0.321678620846972,15.6492101495197,9.81664220094233,1.95767560985072,1.3688589116382,-3151.07197498377
0.30498335358368,0.314029655422343,13.4147225060938,10.3660008220755,1.85696025971822,1.4144173216701,-3145.4094955017
0.307286514796195,0.308013779694256,13.9616509792916,9.83320161242742,1.89677314869343,1.47428996677942,-3144.81936971369
0.318676057296148,0.324236836967967,14.6398829086851,10.1838016611069,1.91728702253424,1.41241265661881,-3145.1036697687
0.278151147594241,0.303809459113109,14.2926811796544,10.170578343877,2.01176747328097,1.37473413637638,-3143.59285941814
0.31819224258174,0.312672933545106,14.3721328934548,10.0194185577332,1.90010283854288,1.31834784852049,-3145.69234607534
0.287888607309074,0.328912594256956,14.2681224851338,11.0744506239783,2.23086171590388,1.43936972097036,-3148.32754254405
0.281052212671359,0.315142488686587,14.2360666477459,11.0508815081297,1.97064710431654,1.39852125302598,-3144.68924579814
0.28814215979684,0.329253070579601,14.1829050436237,10.1326156779281,1.82658028230128,1.44380988809834,-3143.40954138477
0.287264477940565,0.33961186577135,14.4883088274019,10.1899000323234,1.77707336566729,1.4445437608334,-3144.67961248021
0.291399805887513,0.311961624370707,15.1501096100191,10.1987543740243,1.87908777459679,1.46716118612364,-3144.42400810029
0.291399805887513,0.311961624370707,15.1501096100191,10.1987543740243,1.87908777459679,1.46716118612364,-3144.42400810029
0.297375903794187,0.335321644944608,15.7662989516373,9.8899670529134,1.74849194311122,1.33053515745831,-3147.46139286508
0.283548946520575,0.312763426230591,13.5741635149852,10.1760943766568,1.81866432707558,1.4159494350403,-3144.34610970712
0.309184277931878,0.316738573619923,14.6288627197804,10.6989620547168,2.03715050140611,1.39218268711539,-3145.15083958628
0.306016817165593,0.305606207169175,13.9618794438038,11.1580661668071,1.9584490556573,1.51634021099681,-3148.05499354904
0.296596094306294,0.315034192202119,14.2765744982817,10.3001063888381,1.98869759784028,1.30294515956075,-3143.94487071089
